,From Date,To Date,PM2.5 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),(W/mt2),Xylene (ug/m3),RF (mm)
132,09-Dec-2020 - 00:00,10-Dec-2020 - 00:00,27.41,37.4,0.61,1.9,0.78,1.91,4.7,0.31,1.18,0.0,0.0,,,,46.04,1.75,128.61,7.91,,0.0
133,10-Dec-2020 - 00:00,11-Dec-2020 - 00:00,21.95,32.56,0.58,1.89,0.86,1.83,3.5,0.2,15.22,0.0,0.0,,,,40.04,2.28,103.97,13.62,,0.0
134,11-Dec-2020 - 00:00,12-Dec-2020 - 00:00,20.91,28.48,0.57,1.87,0.85,1.89,4.12,0.2,17.81,0.0,0.0,,,,39.22,2.43,104.25,58.43,,0.0
135,12-Dec-2020 - 00:00,13-Dec-2020 - 00:00,48.44,63.97,1.13,3.46,1.49,3.51,9.73,0.45,17.23,0.0,0.0,,,,75.57,3.82,199.47,104.29,,0.0
136,13-Dec-2020 - 00:00,14-Dec-2020 - 00:00,48.31,61.76,1.1,3.35,1.43,3.4,9.91,0.42,17.83,0.0,0.0,,,,73.65,4.62,211.11,71.59,,0.0
137,14-Dec-2020 - 00:00,15-Dec-2020 - 00:00,50.28,66.54,1.13,3.51,1.53,3.56,9.7,0.62,20.18,0.0,0.0,,,,71.51,4.26,211.1,110.32,,0.0
138,15-Dec-2020 - 00:00,16-Dec-2020 - 00:00,45.01,59.17,0.79,3.27,1.8,2.54,6.53,0.37,16.68,0.0,0.0,,,,57.07,3.38,122.89,71.96,,0.0
139,16-Dec-2020 - 00:00,17-Dec-2020 - 00:00,21.86,30.31,0.6,1.78,0.74,1.9,4.65,0.23,16.97,0.0,0.0,,,,30.86,2.22,110.49,62.55,,0.0
140,17-Dec-2020 - 00:00,18-Dec-2020 - 00:00,17.44,26.63,0.59,1.75,0.73,1.87,4.65,0.15,20.48,0.0,0.0,,,,31.47,3.77,122.51,64.58,,0.0
141,18-Dec-2020 - 00:00,19-Dec-2020 - 00:00,19.27,27.36,0.46,2.1,1.12,1.51,3.33,0.14,17.29,0.0,0.0,,,,26.0,3.19,86.8,55.36,,0.0
142,19-Dec-2020 - 00:00,20-Dec-2020 - 00:00,22.54,31.98,0.55,1.65,0.67,1.55,3.62,0.15,18.82,0.0,0.0,,,,30.7,1.91,57.43,59.65,,0.0
143,20-Dec-2020 - 00:00,21-Dec-2020 - 00:00,7.5,10.57,0.42,1.31,0.52,1.22,2.93,0.09,14.85,0.0,0.0,,,,15.25,1.99,50.02,39.62,,0.0
144,21-Dec-2020 - 00:00,22-Dec-2020 - 00:00,4.9,10.57,0.52,1.59,0.66,1.49,4.25,0.09,16.73,0.0,0.0,,,,17.19,4.21,70.26,50.71,,0.0
145,22-Dec-2020 - 00:00,23-Dec-2020 - 00:00,10.66,17.02,0.54,1.65,0.63,1.52,3.8,0.12,14.15,0.0,0.0,,,,26.03,3.65,87.9,39.65,,0.0
146,23-Dec-2020 - 00:00,24-Dec-2020 - 00:00,20.38,57.55,0.69,2.1,0.9,1.92,5.01,0.19,19.9,0.0,0.0,,,,35.32,2.9,108.3,64.47,,0.0
147,24-Dec-2020 - 00:00,25-Dec-2020 - 00:00,10.68,20.45,0.66,2.07,0.91,1.91,5.16,0.2,13.17,0.0,0.0,,,,42.49,2.32,104.2,49.77,,0.0
148,25-Dec-2020 - 00:00,26-Dec-2020 - 00:00,,20.87,0.67,2.1,0.93,1.92,4.74,0.21,17.49,0.0,0.0,,,,37.98,2.68,109.51,63.96,,0.0
149,26-Dec-2020 - 00:00,27-Dec-2020 - 00:00,,22.0,0.66,2.06,0.91,1.9,4.9,0.23,15.45,0.0,0.0,,,,42.13,2.28,86.13,61.19,,0.0
150,27-Dec-2020 - 00:00,28-Dec-2020 - 00:00,,19.47,0.54,1.69,0.74,1.56,4.2,0.15,14.74,0.0,0.0,,,,,,,,,0.0
151,28-Dec-2020 - 00:00,29-Dec-2020 - 00:00,,20.53,0.66,2.06,0.91,1.9,5.36,0.19,17.03,0.0,0.0,,,,42.11,2.36,109.99,61.0,,0.0
152,29-Dec-2020 - 00:00,30-Dec-2020 - 00:00,,22.67,0.65,2.08,0.93,1.91,5.32,0.2,17.31,0.0,0.0,,,,42.5,2.1,91.83,59.73,,0.0
153,30-Dec-2020 - 00:00,31-Dec-2020 - 00:00,,18.04,0.67,2.08,0.91,1.95,5.48,0.18,17.35,0.0,0.0,,,,35.06,2.68,90.53,74.47,,0.0
154,31-Dec-2020 - 00:00,01-Jan-2021 - 00:00,,18.0,0.66,2.07,0.9,1.9,5.78,0.2,19.96,0.0,0.0,,,,24.75,2.73,100.75,67.73,,0.0
155,01-Jan-2021 - 00:00,02-Jan-2021 - 00:00,,11.65,0.68,2.09,0.91,1.95,5.34,0.15,20.54,0.0,0.0,,,,17.25,2.68,110.01,68.48,,0.0
156,02-Jan-2021 - 00:00,03-Jan-2021 - 00:00,,12.06,0.65,2.08,0.93,1.94,5.6,0.15,19.61,0.0,0.0,,,,24.88,2.33,105.28,67.12,,0.0
157,03-Jan-2021 - 00:00,04-Jan-2021 - 00:00,,12.66,0.69,2.08,0.88,1.92,5.6,0.17,21.92,0.0,0.0,,,,28.47,2.46,102.22,67.22,,0.0
158,04-Jan-2021 - 00:00,05-Jan-2021 - 00:00,,18.33,0.68,2.12,0.92,1.95,5.84,0.24,20.52,0.0,0.0,,,,29.47,2.29,112.48,53.18,,0.0
159,05-Jan-2021 - 00:00,06-Jan-2021 - 00:00,,20.07,0.68,2.07,0.89,1.93,6.14,0.15,25.57,0.0,0.0,,,,22.45,4.08,131.83,65.81,,0.0
160,06-Jan-2021 - 00:00,07-Jan-2021 - 00:00,,12.8,0.7,2.03,0.82,1.9,6.85,0.11,28.43,0.0,0.0,,,,23.61,6.56,142.0,63.4,,0.0
161,07-Jan-2021 - 00:00,08-Jan-2021 - 00:00,21.23,15.97,0.69,2.06,0.87,1.91,7.01,0.15,30.97,0.0,0.0,,,,28.31,5.18,133.19,65.54,,0.0
162,08-Jan-2021 - 00:00,09-Jan-2021 - 00:00,35.88,37.35,0.85,2.53,1.05,2.35,7.98,0.26,42.74,0.01,0.02,0.01,0.02,,44.65,3.29,139.61,76.6,,0.0
163,09-Jan-2021 - 00:00,10-Jan-2021 - 00:00,37.08,38.84,0.97,2.96,1.26,2.68,8.89,0.36,40.82,0.02,0.03,0.02,0.03,0.06,58.69,3.24,152.21,66.61,,0.0
164,10-Jan-2021 - 00:00,11-Jan-2021 - 00:00,21.23,19.04,0.93,2.81,1.19,2.6,8.28,0.29,42.86,0.01,0.02,0.01,0.03,0.02,51.05,3.04,156.66,81.54,,0.0
165,11-Jan-2021 - 00:00,12-Jan-2021 - 00:00,23.33,21.19,0.86,2.61,1.11,2.44,6.97,0.37,29.85,0.02,0.1,0.01,0.06,0.02,49.8,3.15,139.21,63.74,,0.0
166,12-Jan-2021 - 00:00,13-Jan-2021 - 00:00,38.63,21.35,0.84,2.49,1.01,2.31,6.94,0.31,16.91,0.01,0.07,0.02,0.07,0.03,52.46,3.5,131.04,51.54,,0.0
167,13-Jan-2021 - 00:00,14-Jan-2021 - 00:00,23.91,159.1,0.94,2.81,1.15,2.61,7.79,0.29,26.79,0.01,0.04,0.01,0.05,0.02,48.46,4.76,151.73,79.24,,0.0
168,14-Jan-2021 - 00:00,15-Jan-2021 - 00:00,54.83,121.59,0.94,2.84,1.2,2.63,8.04,0.34,20.77,0.01,0.06,0.07,0.22,0.05,57.63,2.83,141.68,68.12,,0.0
169,15-Jan-2021 - 00:00,16-Jan-2021 - 00:00,36.66,42.11,0.95,2.85,1.21,2.65,9.13,0.32,34.23,0.01,0.05,0.02,0.06,0.02,47.71,3.63,147.64,86.31,,0.0
170,16-Jan-2021 - 00:00,17-Jan-2021 - 00:00,48.66,53.49,0.95,2.84,1.18,2.62,8.22,0.17,32.46,0.02,0.05,0.04,0.14,0.07,58.68,3.18,139.19,66.44,,0.0
171,17-Jan-2021 - 00:00,18-Jan-2021 - 00:00,30.9,33.26,0.94,2.81,1.18,2.63,8.49,0.25,26.36,0.01,0.01,0.02,0.02,0.02,56.07,4.35,96.18,62.59,,0.0
172,18-Jan-2021 - 00:00,19-Jan-2021 - 00:00,20.04,36.69,0.92,2.75,1.14,2.57,8.02,0.2,28.52,0.01,0.04,0.03,0.08,0.04,47.92,6.21,125.08,88.92,,0.0
173,19-Jan-2021 - 00:00,20-Jan-2021 - 00:00,31.4,39.93,0.82,2.42,1.01,2.25,6.47,0.34,30.36,0.02,0.11,0.01,0.06,0.04,47.11,5.07,133.97,30.27,,0.0
174,20-Jan-2021 - 00:00,21-Jan-2021 - 00:00,39.22,43.83,0.93,2.86,1.24,2.66,9.16,0.19,39.73,0.02,0.21,,0.05,0.04,52.81,4.98,160.9,57.86,,0.0
175,21-Jan-2021 - 00:00,22-Jan-2021 - 00:00,34.02,45.44,0.93,2.85,1.22,2.64,8.63,0.0,24.76,0.02,0.15,0.01,0.05,0.03,54.21,3.94,145.97,69.78,,0.0
176,22-Jan-2021 - 00:00,23-Jan-2021 - 00:00,22.13,23.43,0.94,2.8,1.17,2.64,8.26,0.0,24.31,0.01,0.07,0.01,0.04,0.02,43.31,4.25,114.24,84.32,,0.0
177,23-Jan-2021 - 00:00,24-Jan-2021 - 00:00,25.52,26.46,0.94,2.81,1.17,2.63,8.33,0.0,27.67,0.01,0.04,,0.02,,50.66,5.06,134.15,69.56,,0.0
178,24-Jan-2021 - 00:00,25-Jan-2021 - 00:00,29.25,27.51,0.94,2.78,1.15,2.58,8.46,0.0,19.48,0.01,0.04,,0.01,,54.11,3.17,148.37,87.07,,0.0
179,25-Jan-2021 - 00:00,26-Jan-2021 - 00:00,18.1,19.71,0.86,2.56,1.04,2.39,7.8,0.0,15.96,0.02,0.12,0.01,0.04,0.02,53.95,2.98,127.29,74.76,,0.0
180,26-Jan-2021 - 00:00,27-Jan-2021 - 00:00,17.63,17.12,0.68,1.99,0.78,1.9,6.58,0.0,10.59,0.01,0.06,,0.03,0.03,41.57,2.18,97.78,63.31,,0.0
181,27-Jan-2021 - 00:00,28-Jan-2021 - 00:00,24.16,19.38,0.8,2.3,0.68,2.16,7.34,0.0,12.38,0.01,0.07,0.01,0.03,0.03,49.68,2.79,97.87,56.48,,0.0
182,28-Jan-2021 - 00:00,29-Jan-2021 - 00:00,13.79,14.43,1.0,2.81,0.84,2.58,9.08,0.0,16.69,0.01,0.59,0.25,0.27,0.14,46.28,4.14,122.35,127.19,,0.0
183,29-Jan-2021 - 00:00,30-Jan-2021 - 00:00,14.34,12.13,1.02,2.87,1.12,2.67,9.1,0.0,20.77,0.01,0.19,0.02,0.05,0.03,44.27,3.44,138.35,93.58,,0.0
184,30-Jan-2021 - 00:00,31-Jan-2021 - 00:00,16.82,41.98,0.93,2.72,1.09,2.52,9.4,0.0,36.28,0.01,0.26,0.03,0.08,0.05,37.39,5.12,166.72,74.1,,0.0
185,31-Jan-2021 - 00:00,01-Feb-2021 - 00:00,13.38,10.42,0.79,2.31,0.64,2.14,7.42,0.0,20.13,0.02,0.12,0.02,0.05,0.02,46.9,2.73,116.28,38.32,,0.0
186,01-Feb-2021 - 00:00,02-Feb-2021 - 00:00,21.88,13.67,0.89,2.61,0.89,2.42,8.39,0.0,20.6,0.02,0.16,0.04,0.08,0.02,49.73,2.8,127.48,70.13,,0.0
187,02-Feb-2021 - 00:00,03-Feb-2021 - 00:00,23.22,11.26,0.9,2.66,1.1,2.49,8.41,0.0,19.37,0.01,0.11,0.01,0.04,0.01,50.02,3.25,108.03,94.1,,0.0
188,03-Feb-2021 - 00:00,04-Feb-2021 - 00:00,10.91,7.66,0.83,2.39,0.95,2.25,7.93,0.0,18.02,0.02,0.43,0.04,0.09,0.04,45.64,3.23,106.86,66.58,,0.0
189,04-Feb-2021 - 00:00,05-Feb-2021 - 00:00,9.23,9.89,0.99,2.86,1.15,2.64,9.75,0.0,20.62,0.02,0.16,0.03,0.06,0.04,50.59,3.75,124.95,103.18,,0.0
190,05-Feb-2021 - 00:00,06-Feb-2021 - 00:00,6.65,8.42,1.0,2.86,1.11,2.64,10.42,0.0,29.81,0.01,0.1,0.01,0.03,0.02,45.13,4.03,140.13,103.59,,0.0
191,06-Feb-2021 - 00:00,07-Feb-2021 - 00:00,7.17,8.93,1.01,2.79,1.06,2.6,10.15,0.0,29.19,0.01,0.13,0.23,0.23,0.09,49.15,4.31,158.93,93.48,,0.02
192,07-Feb-2021 - 00:00,08-Feb-2021 - 00:00,7.25,71.16,0.96,2.82,1.15,2.63,10.33,0.0,37.7,0.03,0.2,0.3,0.3,0.12,49.42,4.1,143.71,53.78,,0.06
193,08-Feb-2021 - 00:00,09-Feb-2021 - 00:00,5.8,5.27,0.98,2.83,1.16,2.62,9.97,0.0,40.71,0.02,0.16,0.07,0.08,0.06,39.23,4.19,154.93,112.34,,0.0
194,09-Feb-2021 - 00:00,10-Feb-2021 - 00:00,6.92,10.8,0.93,2.53,0.95,2.43,8.73,0.0,30.59,0.01,0.11,0.02,0.04,0.03,27.91,3.68,139.39,103.2,,0.0
195,10-Feb-2021 - 00:00,11-Feb-2021 - 00:00,7.6,16.98,1.0,2.79,1.06,2.6,10.6,0.0,34.15,0.01,0.11,0.02,0.04,0.03,28.04,3.98,152.36,113.5,,0.0
196,11-Feb-2021 - 00:00,12-Feb-2021 - 00:00,7.66,10.72,1.0,2.81,1.1,2.59,13.78,0.0,43.26,0.01,0.11,0.02,0.03,0.03,41.4,3.79,143.33,101.25,,0.0
197,12-Feb-2021 - 00:00,13-Feb-2021 - 00:00,7.07,6.1,1.0,2.85,1.12,2.62,12.62,0.0,40.09,0.01,0.08,,0.02,0.02,51.84,3.51,141.8,75.25,,0.0
198,13-Feb-2021 - 00:00,14-Feb-2021 - 00:00,,,0.95,2.7,1.06,2.53,11.72,0.0,30.99,0.02,0.08,0.03,0.04,0.03,52.36,3.73,136.47,71.42,,0.0
199,14-Feb-2021 - 00:00,15-Feb-2021 - 00:00,3.19,2.1,0.96,2.75,1.09,2.53,11.93,0.0,31.46,0.02,0.17,1.28,1.18,0.5,54.33,3.67,132.57,82.17,,0.0
200,15-Feb-2021 - 00:00,16-Feb-2021 - 00:00,8.68,49.74,0.98,2.81,1.11,2.61,11.44,0.0,33.36,0.02,0.04,0.02,0.03,0.02,51.92,3.36,154.52,91.91,,0.0
201,16-Feb-2021 - 00:00,17-Feb-2021 - 00:00,10.52,19.63,0.99,2.82,1.12,2.62,12.52,0.0,43.31,0.02,0.04,0.01,0.02,0.01,47.81,4.41,148.15,98.99,,0.0
202,17-Feb-2021 - 00:00,18-Feb-2021 - 00:00,14.26,59.53,1.0,2.83,1.11,2.62,11.95,0.0,29.29,0.02,0.07,0.01,0.03,0.01,36.5,3.58,146.13,78.34,,0.0
203,18-Feb-2021 - 00:00,19-Feb-2021 - 00:00,11.69,90.66,1.01,2.81,1.07,2.6,12.68,0.0,33.93,0.01,0.05,,0.02,0.01,35.85,5.02,139.71,101.78,,0.0
204,19-Feb-2021 - 00:00,20-Feb-2021 - 00:00,6.45,35.09,1.01,2.76,1.02,2.59,12.0,0.0,37.55,0.01,0.05,0.02,0.04,0.02,24.67,5.3,146.08,82.77,,0.0
205,20-Feb-2021 - 00:00,21-Feb-2021 - 00:00,15.41,78.33,0.93,2.58,0.96,2.39,12.66,0.0,27.4,0.0,0.02,,,,39.62,3.02,128.1,60.93,,0.0
206,21-Feb-2021 - 00:00,22-Feb-2021 - 00:00,16.13,96.2,0.94,2.63,0.96,2.46,12.53,0.0,35.44,0.01,0.02,,0.01,,40.13,3.81,149.81,114.05,,0.0
207,22-Feb-2021 - 00:00,23-Feb-2021 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,0.0
208,23-Feb-2021 - 00:00,24-Feb-2021 - 00:00,35.16,57.7,1.09,3.0,1.12,2.77,15.32,0.0,37.88,0.01,0.03,0.01,0.03,0.02,50.24,3.8,150.62,,,0.0
209,24-Feb-2021 - 00:00,25-Feb-2021 - 00:00,34.48,56.94,1.02,2.78,1.05,2.62,14.8,0.0,49.49,0.01,0.03,0.02,0.03,0.02,40.53,4.57,147.33,110.49,,0.0
210,25-Feb-2021 - 00:00,26-Feb-2021 - 00:00,54.3,78.37,1.0,2.87,1.14,2.66,13.02,0.0,66.41,0.01,0.03,0.01,0.02,0.02,45.88,5.61,168.56,75.38,,0.0
211,26-Feb-2021 - 00:00,27-Feb-2021 - 00:00,42.05,56.94,0.96,2.67,0.98,2.47,15.49,0.0,61.84,0.01,0.04,0.04,0.06,0.02,43.78,6.01,149.62,81.33,,0.0
212,27-Feb-2021 - 00:00,28-Feb-2021 - 00:00,40.06,71.03,1.05,2.84,1.06,2.62,15.65,0.0,65.85,0.01,0.03,0.02,0.03,0.02,47.4,8.02,172.85,98.17,,0.0
213,28-Feb-2021 - 00:00,01-Mar-2021 - 00:00,25.83,89.88,1.04,2.85,1.07,2.59,15.12,0.0,60.75,0.01,0.02,0.01,0.02,0.02,44.51,11.19,171.85,113.55,,0.0
214,01-Mar-2021 - 00:00,02-Mar-2021 - 00:00,25.63,69.79,1.04,2.8,1.03,2.63,15.18,0.0,46.85,0.01,0.03,0.01,0.02,0.01,39.15,8.28,178.67,115.55,,0.0
215,02-Mar-2021 - 00:00,03-Mar-2021 - 00:00,40.89,62.85,1.05,2.82,1.03,2.65,15.23,0.0,40.55,0.02,0.04,0.01,0.03,0.02,37.36,7.26,174.48,102.04,,0.0
216,03-Mar-2021 - 00:00,04-Mar-2021 - 00:00,27.1,39.03,1.02,2.82,1.08,2.6,14.52,0.0,32.3,0.01,0.07,0.01,0.07,0.02,36.91,3.59,148.04,40.67,,0.0
217,04-Mar-2021 - 00:00,05-Mar-2021 - 00:00,19.84,43.57,1.02,2.8,1.03,2.57,16.42,0.0,63.61,17.0,17.1,17.52,17.53,17.53,40.08,6.64,159.11,94.63,,0.0
218,05-Mar-2021 - 00:00,06-Mar-2021 - 00:00,17.33,166.77,1.0,2.76,1.03,2.58,16.72,0.0,76.25,19.7,19.71,34.71,34.72,34.72,39.7,10.37,170.22,102.25,,0.0
219,06-Mar-2021 - 00:00,07-Mar-2021 - 00:00,12.05,39.67,1.14,3.23,1.25,2.94,15.55,0.0,63.94,0.0,0.01,,,,47.79,10.5,198.39,156.13,,0.13
220,07-Mar-2021 - 00:00,08-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
221,08-Mar-2021 - 00:00,09-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
222,09-Mar-2021 - 00:00,10-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
223,10-Mar-2021 - 00:00,11-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
224,11-Mar-2021 - 00:00,12-Mar-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
225,12-Mar-2021 - 00:00,13-Mar-2021 - 00:00,14.08,34.49,0.99,2.65,0.96,2.5,15.2,0.0,39.29,0.01,0.15,0.03,0.07,0.04,42.24,4.0,162.93,17.35,,0.0
226,13-Mar-2021 - 00:00,14-Mar-2021 - 00:00,5.33,24.15,1.07,2.85,1.04,2.59,14.17,0.0,41.22,0.01,0.07,0.03,0.05,0.05,40.48,4.97,184.15,116.55,,0.0
227,14-Mar-2021 - 00:00,15-Mar-2021 - 00:00,3.83,12.83,1.03,2.83,1.07,2.61,14.22,0.0,35.85,0.01,0.07,0.02,0.05,0.03,53.47,4.4,172.49,65.7,,0.02
228,15-Mar-2021 - 00:00,16-Mar-2021 - 00:00,3.13,15.05,1.05,2.85,1.06,2.63,13.66,0.0,33.32,0.01,0.03,0.02,0.04,0.02,56.0,3.95,163.41,72.63,,0.0
229,16-Mar-2021 - 00:00,17-Mar-2021 - 00:00,5.33,20.43,1.03,2.78,1.0,2.58,15.09,0.0,47.82,0.0,0.02,0.01,0.03,0.01,40.82,4.38,160.13,122.07,,0.0
230,17-Mar-2021 - 00:00,18-Mar-2021 - 00:00,6.06,24.52,1.02,2.73,0.99,2.58,15.16,0.0,53.28,0.01,0.05,0.01,0.04,0.02,48.65,4.17,149.98,85.63,,0.0
231,18-Mar-2021 - 00:00,19-Mar-2021 - 00:00,6.08,24.5,1.02,2.8,1.04,2.61,15.77,0.0,56.57,0.01,0.03,0.02,0.03,0.02,48.47,3.94,149.94,103.67,,0.0
232,19-Mar-2021 - 00:00,20-Mar-2021 - 00:00,7.39,23.39,1.04,2.8,1.01,2.62,17.06,0.0,56.67,0.0,0.02,0.01,0.03,0.01,43.19,4.27,154.2,123.43,,0.0
233,20-Mar-2021 - 00:00,21-Mar-2021 - 00:00,6.26,21.45,1.07,2.77,0.96,2.57,16.09,0.0,48.46,0.0,0.02,0.01,0.02,,35.94,4.0,165.58,113.78,,0.0
234,21-Mar-2021 - 00:00,22-Mar-2021 - 00:00,4.49,48.35,1.03,2.71,0.95,2.55,16.49,0.0,61.62,0.01,0.01,,,,28.33,8.04,179.46,123.37,,0.0
235,22-Mar-2021 - 00:00,23-Mar-2021 - 00:00,14.05,43.82,1.09,2.82,0.97,2.65,20.16,0.0,64.0,0.0,0.01,0.01,0.04,0.02,32.61,5.14,169.41,120.56,,0.0
236,23-Mar-2021 - 00:00,24-Mar-2021 - 00:00,12.02,30.55,1.11,2.85,0.93,2.66,20.1,0.0,65.23,0.0,0.01,0.02,0.02,,28.12,5.52,186.48,127.8,,0.0
237,24-Mar-2021 - 00:00,25-Mar-2021 - 00:00,8.84,24.71,1.07,2.86,1.03,2.66,21.98,0.0,85.26,0.0,0.01,,,,37.16,7.44,190.57,91.84,,0.0
238,25-Mar-2021 - 00:00,26-Mar-2021 - 00:00,6.71,103.61,1.1,2.83,0.96,2.65,17.37,0.0,65.82,0.01,0.01,0.01,0.01,0.01,27.8,9.39,188.47,145.62,,0.0
239,26-Mar-2021 - 00:00,27-Mar-2021 - 00:00,32.28,106.52,1.06,2.78,0.97,2.58,19.6,0.0,66.38,0.0,0.01,,0.02,0.01,23.3,7.33,184.65,137.14,,0.0
240,27-Mar-2021 - 00:00,28-Mar-2021 - 00:00,13.38,107.18,1.06,2.73,0.95,2.57,24.19,0.0,92.27,0.0,0.0,,0.01,,28.98,6.0,164.18,119.4,,0.0
241,28-Mar-2021 - 00:00,29-Mar-2021 - 00:00,64.39,187.36,1.09,2.81,0.97,2.63,22.36,0.0,80.2,0.0,0.0,0.01,0.02,0.01,26.67,4.45,159.08,124.69,,0.0
242,29-Mar-2021 - 00:00,30-Mar-2021 - 00:00,25.35,82.51,1.12,2.92,1.01,2.72,24.51,0.0,95.15,0.0,0.01,,,,34.49,6.43,166.44,79.62,,0.0
243,30-Mar-2021 - 00:00,31-Mar-2021 - 00:00,5.81,45.23,1.03,2.8,1.03,2.56,13.95,0.0,57.41,0.0,0.0,,0.01,,57.43,6.59,163.68,57.85,,1.0
244,31-Mar-2021 - 00:00,01-Apr-2021 - 00:00,2.13,44.23,1.04,2.74,0.97,2.52,13.38,0.0,55.21,0.0,0.01,,,,45.68,10.02,156.66,125.54,,0.03
245,01-Apr-2021 - 00:00,02-Apr-2021 - 00:00,4.69,63.4,1.07,2.92,1.07,2.68,14.5,0.0,69.79,0.0,0.0,,,,41.3,9.41,179.84,149.69,,0.0
246,02-Apr-2021 - 00:00,03-Apr-2021 - 00:00,31.46,,1.07,2.9,1.08,2.6,12.36,0.0,67.43,0.0,0.0,,,,55.13,10.22,174.28,1.03,,2.72
247,03-Apr-2021 - 00:00,04-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
248,04-Apr-2021 - 00:00,05-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
249,05-Apr-2021 - 00:00,06-Apr-2021 - 00:00,58.06,76.71,1.09,2.84,1.0,2.61,13.91,0.0,47.34,436.34,436.34,439.32,439.32,439.32,46.71,4.13,142.78,18.8,,0.0
250,06-Apr-2021 - 00:00,07-Apr-2021 - 00:00,36.25,45.38,0.89,2.53,0.95,2.33,11.96,0.0,55.17,267.85,267.66,267.92,267.92,267.92,33.52,4.04,135.25,102.9,,0.01
251,07-Apr-2021 - 00:00,08-Apr-2021 - 00:00,33.71,46.95,1.0,2.73,1.02,2.53,16.55,0.0,69.64,356.7,356.7,362.52,362.52,362.52,31.35,6.33,148.93,43.76,,0.0
252,08-Apr-2021 - 00:00,09-Apr-2021 - 00:00,25.59,39.12,0.92,2.51,0.89,2.31,12.59,0.0,56.66,260.28,260.33,262.43,262.43,262.43,47.56,7.03,141.73,86.61,,0.26
253,09-Apr-2021 - 00:00,10-Apr-2021 - 00:00,9.94,21.23,0.73,2.05,0.8,1.88,9.27,0.0,38.15,0.0,0.0,,,,25.04,7.22,106.89,0.59,,2.07
254,10-Apr-2021 - 00:00,11-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
255,11-Apr-2021 - 00:00,12-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
256,12-Apr-2021 - 00:00,13-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
257,13-Apr-2021 - 00:00,14-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
258,14-Apr-2021 - 00:00,15-Apr-2021 - 00:00,24.98,34.64,0.81,2.22,0.83,2.01,12.65,0.0,53.16,0.0,0.0,,,,32.68,5.94,127.3,29.56,,0.0
259,15-Apr-2021 - 00:00,16-Apr-2021 - 00:00,20.25,29.49,0.74,2.02,0.72,1.87,10.79,0.0,52.75,0.0,0.0,,,,30.43,5.68,114.75,86.09,,0.09
260,16-Apr-2021 - 00:00,17-Apr-2021 - 00:00,18.8,25.98,0.71,1.94,0.72,1.77,9.52,0.0,,0.0,0.0,,,,32.47,3.98,111.16,54.94,,0.23
261,17-Apr-2021 - 00:00,18-Apr-2021 - 00:00,7.24,20.18,0.56,1.52,0.56,1.41,7.37,0.0,,0.0,0.0,,,,10.3,1.28,49.19,33.78,,0.0
262,18-Apr-2021 - 00:00,19-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
263,19-Apr-2021 - 00:00,20-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
264,20-Apr-2021 - 00:00,21-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
265,21-Apr-2021 - 00:00,22-Apr-2021 - 00:00,,,,,,,,,,,,,,,,,,,,
266,15-Feb-2021 - 00:00,16-Feb-2021 - 00:00,8.68,49.74,0.98,2.81,1.11,2.61,11.44,0.0,33.36,0.02,0.04,0.02,0.03,0.02,51.92,3.36,154.52,91.91,,0.0
267,16-Feb-2021 - 00:00,17-Feb-2021 - 00:00,10.52,19.63,0.99,2.82,1.12,2.62,12.52,0.0,43.31,0.02,0.04,0.01,0.02,0.01,47.81,4.41,148.15,98.99,,0.0
268,17-Feb-2021 - 00:00,18-Feb-2021 - 00:00,14.26,59.53,1.0,2.83,1.11,2.62,11.95,0.0,29.29,0.02,0.07,0.01,0.03,0.01,36.5,3.58,146.13,78.34,,0.0
269,18-Feb-2021 - 00:00,19-Feb-2021 - 00:00,11.69,90.66,1.01,2.81,1.07,2.6,12.68,0.0,33.93,0.01,0.05,,0.02,0.01,35.85,5.02,139.71,101.78,,0.0
270,19-Feb-2021 - 00:00,20-Feb-2021 - 00:00,6.45,35.09,1.01,2.76,1.02,2.59,12.0,0.0,37.55,0.01,0.05,0.02,0.04,0.02,24.67,5.3,146.08,82.77,,0.0
